Temperature: 17
Humidity: 25
Water amount: 986451
Animals:
1. Name: tiger, Species: Carnivore, Food Chain Level: Tertiary, Energy: 130, Average Lifespan: 87600 hours, Age: 44808 hours, Count: 1
620. Name: rose hip, Growth Level: 18, Water Needs: 2 per day, Optimal Temperature: 17 degrees, Count: 1
621. Name: rose hip, Growth Level: 18, Water Needs: 2 per day, Optimal Temperature: 17 degrees, Count: 1
622. Name: rose hip, Growth Level: 18, Water Needs: 2 per day, Optimal Temperature: 17 degrees, Count: 1
623. Name: rose hip, Growth Level: 18, Water Needs: 2 per day, Optimal Temperature: 17 degrees, Count: 1
624. Name: rose hip, Growth Level: 18, Water Needs: 2 per day, Optimal Temperature: 17 degrees, Count: 1
625. Name: rose hip, Growth Level: 18, Water Needs: 2 per day, Optimal Temperature: 17 degrees, Count: 1
626. Name: rose hip, Growth Level: 18, Water Needs: 2 per day, Optimal Temperature: 17 degrees, Count: 1
627. Name: rose hip, Growth Level: 18, Water Needs: 2 per day, Optimal Temperature: 17 degrees, Count: 1
628. Name: rose hip, Growth Level: 18, Water Needs: 2 per day, Optimal Temperature: 17 degrees, Count: 1
629. Name: rose hip, Growth Level: 18, Water Needs: 2 per day, Optimal Temperature: 17 degrees, Count: 1
630. Name: rose hip, Growth Level: 18, Water Needs: 2 per day, Optimal Temperature: 17 degrees, Count: 1
631. Name: rose hip, Growth Level: 18, Water Needs: 2 per day, Optimal Temperature: 17 degrees, Count: 1
632. Name: rose hip, Growth Level: 18, Water Needs: 2 per day, Optimal Temperature: 17 degrees, Count: 1
633. Name: rose hip, Growth Level: 18, Water Needs: 2 per day, Optimal Temperature: 17 degrees, Count: 1
634. Name: rose hip, Growth Level: 18, Water Needs: 2 per day, Optimal Temperature: 17 degrees, Count: 1
635. Name: rose hip, Growth Level: 18, Water Needs: 2 per day, Optimal Temperature: 17 degrees, Count: 1
636. Name: rose hip, Growth Level: 18, Water Needs: 2 per day, Optimal Temperature: 17 degrees, Count: 1
637. Name: rose hip, Growth Level: 18, Water Needs: 2 per day, Optimal Temperature: 17 degrees, Count: 1
638. Name: rose hip, Growth Level: 18, Water Needs: 2 per day, Optimal Temperature: 17 degrees, Count: 1
639. Name: rose hip, Growth Level: 18, Water Needs: 2 per day, Optimal Temperature: 17 degrees, Count: 1
640. Name: rose hip, Growth Level: 18, Water Needs: 2 per day, Optimal Temperature: 17 degrees, Count: 1
641. Name: rose hip, Growth Level: 18, Water Needs: 2 per day, Optimal Temperature: 17 degrees, Count: 1
642. Name: rose hip, Growth Level: 18, Water Needs: 2 per day, Optimal Temperature: 17 degrees, Count: 1
643. Name: rose hip, Growth Level: 18, Water Needs: 2 per day, Optimal Temperature: 17 degrees, Count: 1
644. Name: rose hip, Growth Level: 18, Water Needs: 2 per day, Optimal Temperature: 17 degrees, Count: 1
645. Name: rose hip, Growth Level: 18, Water Needs: 2 per day, Optimal Temperature: 17 degrees, Count: 1
646. Name: rose hip, Growth Level: 18, Water Needs: 2 per day, Optimal Temperature: 17 degrees, Count: 1
647. Name: rose hip, Growth Level: 18, Water Needs: 2 per day, Optimal Temperature: 17 degrees, Count: 1
648. Name: rose hip, Growth Level: 18, Water Needs: 2 per day, Optimal Temperature: 17 degrees, Count: 1
649. Name: rose hip, Growth Level: 18, Water Needs: 2 per day, Optimal Temperature: 17 degrees, Count: 1
650. Name: rose hip, Growth Level: 18, Water Needs: 2 per day, Optimal Temperature: 17 degrees, Count: 1
651. Name: rose hip, Growth Level: 18, Water Needs: 2 per day, Optimal Temperature: 17 degrees, Count: 1
652. Name: rose hip, Growth Level: 18, Water Needs: 2 per day, Optimal Temperature: 17 degrees, Count: 1
653. Name: rose hip, Growth Level: 18, Water Needs: 2 per day, Optimal Temperature: 17 degrees, Count: 1
654. Name: rose hip, Growth Level: 18, Water Needs: 2 per day, Optimal Temperature: 17 degrees, Count: 1
655. Name: rose hip, Growth Level: 18, Water Needs: 2 per day, Optimal Temperature: 17 degrees, Count: 1
656. Name: rose hip, Growth Level: 18, Water Needs: 2 per day, Optimal Temperature: 17 degrees, Count: 1
657. Name: rose hip, Growth Level: 18, Water Needs: 2 per day, Optimal Temperature: 17 degrees, Count: 1
658. Name: rose hip, Growth Level: 18, Water Needs: 2 per day, Optimal Temperature: 17 degrees, Count: 1
659. Name: rose hip, Growth Level: 18, Water Needs: 2 per day, Optimal Temperature: 17 degrees, Count: 1
660. Name: rose hip, Growth Level: 18, Water Needs: 2 per day, Optimal Temperature: 17 degrees, Count: 1
661. Name: rose hip, Growth Level: 18, Water Needs: 2 per day, Optimal Temperature: 17 degrees, Count: 1
662. Name: rose hip, Growth Level: 18, Water Needs: 2 per day, Optimal Temperature: 17 degrees, Count: 1
663. Name: rose hip, Growth Level: 18, Water Needs: 2 per day, Optimal Temperature: 17 degrees, Count: 1
664. Name: rose hip, Growth Level: 18, Water Needs: 2 per day, Optimal Temperature: 17 degrees, Count: 1
665. Name: rose hip, Growth Level: 18, Water Needs: 2 per day, Optimal Temperature: 17 degrees, Count: 1
666. Name: rose hip, Growth Level: 18, Water Needs: 2 per day, Optimal Temperature: 17 degrees, Count: 1
667. Name: rose hip, Growth Level: 18, Water Needs: 2 per day, Optimal Temperature: 17 degrees, Count: 1
668. Name: rose hip, Growth Level: 18, Water Needs: 2 per day, Optimal Temperature: 17 degrees, Count: 1
669. Name: rose hip, Growth Level: 18, Water Needs: 2 per day, Optimal Temperature: 17 degrees, Count: 1
670. Name: rose hip, Growth Level: 18, Water Needs: 2 per day, Optimal Temperature: 17 degrees, Count: 1
671. Name: rose hip, Growth Level: 18, Water Needs: 2 per day, Optimal Temperature: 17 degrees, Count: 1
672. Name: rose hip, Growth Level: 18, Water Needs: 2 per day, Optimal Temperature: 17 degrees, Count: 1
673. Name: rose hip, Growth Level: 18, Water Needs: 2 per day, Optimal Temperature: 17 degrees, Count: 1
674. Name: rose hip, Growth Level: 18, Water Needs: 2 per day, Optimal Temperature: 17 degrees, Count: 1
675. Name: rose hip, Growth Level: 18, Water Needs: 2 per day, Optimal Temperature: 17 degrees, Count: 1
676. Name: rose hip, Growth Level: 18, Water Needs: 2 per day, Optimal Temperature: 17 degrees, Count: 1
677. Name: rose hip, Growth Level: 18, Water Needs: 2 per day, Optimal Temperature: 17 degrees, Count: 1
678. Name: rose hip, Growth Level: 18, Water Needs: 2 per day, Optimal Temperature: 17 degrees, Count: 1
679. Name: rose hip, Growth Level: 18, Water Needs: 2 per day, Optimal Temperature: 17 degrees, Count: 1
680. Name: rose hip, Growth Level: 18, Water Needs: 2 per day, Optimal Temperature: 17 degrees, Count: 1
681. Name: rose hip, Growth Level: 18, Water Needs: 2 per day, Optimal Temperature: 17 degrees, Count: 1
682. Name: rose hip, Growth Level: 18, Water Needs: 2 per day, Optimal Temperature: 17 degrees, Count: 1
683. Name: rose hip, Growth Level: 18, Water Needs: 2 per day, Optimal Temperature: 17 degrees, Count: 1
684. Name: rose hip, Growth Level: 18, Water Needs: 2 per day, Optimal Temperature: 17 degrees, Count: 1
685. Name: rose hip, Growth Level: 18, Water Needs: 2 per day, Optimal Temperature: 17 degrees, Count: 1
686. Name: rose hip, Growth Level: 18, Water Needs: 2 per day, Optimal Temperature: 17 degrees, Count: 1
687. Name: rose hip, Growth Level: 18, Water Needs: 2 per day, Optimal Temperature: 17 degrees, Count: 1
688. Name: rose hip, Growth Level: 18, Water Needs: 2 per day, Optimal Temperature: 17 degrees, Count: 1
689. Name: rose hip, Growth Level: 18, Water Needs: 2 per day, Optimal Temperature: 17 degrees, Count: 1
690. Name: rose hip, Growth Level: 18, Water Needs: 2 per day, Optimal Temperature: 17 degrees, Count: 1
691. Name: rose hip, Growth Level: 18, Water Needs: 2 per day, Optimal Temperature: 17 degrees, Count: 1
692. Name: rose hip, Growth Level: 18, Water Needs: 2 per day, Optimal Temperature: 17 degrees, Count: 1
693. Name: rose hip, Growth Level: 18, Water Needs: 2 per day, Optimal Temperature: 17 degrees, Count: 1
694. Name: rose hip, Growth Level: 18, Water Needs: 2 per day, Optimal Temperature: 17 degrees, Count: 1
695. Name: rose hip, Growth Level: 18, Water Needs: 2 per day, Optimal Temperature: 17 degrees, Count: 1
696. Name: rose hip, Growth Level: 18, Water Needs: 2 per day, Optimal Temperature: 17 degrees, Count: 1
697. Name: rose hip, Growth Level: 18, Water Needs: 2 per day, Optimal Temperature: 17 degrees, Count: 1
698. Name: rose hip, Growth Level: 18, Water Needs: 2 per day, Optimal Temperature: 17 degrees, Count: 1
699. Name: rose hip, Growth Level: 18, Water Needs: 2 per day, Optimal Temperature: 17 degrees, Count: 1
700. Name: rose hip, Growth Level: 18, Water Needs: 2 per day, Optimal Temperature: 17 degrees, Count: 1
701. Name: rose hip, Growth Level: 18, Water Needs: 2 per day, Optimal Temperature: 17 degrees, Count: 1
702. Name: rose hip, Growth Level: 18, Water Needs: 2 per day, Optimal Temperature: 17 degrees, Count: 1
703. Name: rose hip, Growth Level: 18, Water Needs: 2 per day, Optimal Temperature: 17 degrees, Count: 1
704. Name: rose hip, Growth Level: 18, Water Needs: 2 per day, Optimal Temperature: 17 degrees, Count: 1
705. Name: rose hip, Growth Level: 18, Water Needs: 2 per day, Optimal Temperature: 17 degrees, Count: 1
706. Name: rose hip, Growth Level: 18, Water Needs: 2 per day, Optimal Temperature: 17 degrees, Count: 1
707. Name: rose hip, Growth Level: 18, Water Needs: 2 per day, Optimal Temperature: 17 degrees, Count: 1
708. Name: rose hip, Growth Level: 18, Water Needs: 2 per day, Optimal Temperature: 17 degrees, Count: 1
709. Name: rose hip, Growth Level: 18, Water Needs: 2 per day, Optimal Temperature: 17 degrees, Count: 1
710. Name: rose hip, Growth Level: 18, Water Needs: 2 per day, Optimal Temperature: 17 degrees, Count: 1
711. Name: rose hip, Growth Level: 18, Water Needs: 2 per day, Optimal Temperature: 17 degrees, Count: 1
712. Name: rose hip, Growth Level: 18, Water Needs: 2 per day, Optimal Temperature: 17 degrees, Count: 1
713. Name: rose hip, Growth Level: 18, Water Needs: 2 per day, Optimal Temperature: 17 degrees, Count: 1
714. Name: rose hip, Growth Level: 18, Water Needs: 2 per day, Optimal Temperature: 17 degrees, Count: 1
715. Name: rose hip, Growth Level: 18, Water Needs: 2 per day, Optimal Temperature: 17 degrees, Count: 1
716. Name: rose hip, Growth Level: 18, Water Needs: 2 per day, Optimal Temperature: 17 degrees, Count: 1
717. Name: rose hip, Growth Level: 18, Water Needs: 2 per day, Optimal Temperature: 17 degrees, Count: 1
718. Name: rose hip, Growth Level: 18, Water Needs: 2 per day, Optimal Temperature: 17 degrees, Count: 1
719. Name: rose hip, Growth Level: 18, Water Needs: 2 per day, Optimal Temperature: 17 degrees, Count: 1
720. Name: rose hip, Growth Level: 18, Water Needs: 2 per day, Optimal Temperature: 17 degrees, Count: 1
721. Name: rose hip, Growth Level: 18, Water Needs: 2 per day, Optimal Temperature: 17 degrees, Count: 1
722. Name: rose hip, Growth Level: 18, Water Needs: 2 per day, Optimal Temperature: 17 degrees, Count: 1
723. Name: rose hip, Growth Level: 18, Water Needs: 2 per day, Optimal Temperature: 17 degrees, Count: 1
724. Name: rose hip, Growth Level: 18, Water Needs: 2 per day, Optimal Temperature: 17 degrees, Count: 1
725. Name: rose hip, Growth Level: 18, Water Needs: 2 per day, Optimal Temperature: 17 degrees, Count: 1
726. Name: rose hip, Growth Level: 18, Water Needs: 2 per day, Optimal Temperature: 17 degrees, Count: 1
727. Name: rose hip, Growth Level: 18, Water Needs: 2 per day, Optimal Temperature: 17 degrees, Count: 1
728. Name: rose hip, Growth Level: 18, Water Needs: 2 per day, Optimal Temperature: 17 degrees, Count: 1
729. Name: rose hip, Growth Level: 18, Water Needs: 2 per day, Optimal Temperature: 17 degrees, Count: 1
730. Name: rose hip, Growth Level: 18, Water Needs: 2 per day, Optimal Temperature: 17 degrees, Count: 1
731. Name: rose hip, Growth Level: 18, Water Needs: 2 per day, Optimal Temperature: 17 degrees, Count: 1
732. Name: rose hip, Growth Level: 18, Water Needs: 2 per day, Optimal Temperature: 17 degrees, Count: 1
733. Name: rose hip, Growth Level: 18, Water Needs: 2 per day, Optimal Temperature: 17 degrees, Count: 1
734. Name: rose hip, Growth Level: 18, Water Needs: 2 per day, Optimal Temperature: 17 degrees, Count: 1
735. Name: rose hip, Growth Level: 18, Water Needs: 2 per day, Optimal Temperature: 17 degrees, Count: 1
736. Name: rose hip, Growth Level: 18, Water Needs: 2 per day, Optimal Temperature: 17 degrees, Count: 1
737. Name: rose hip, Growth Level: 18, Water Needs: 2 per day, Optimal Temperature: 17 degrees, Count: 1
738. Name: rose hip, Growth Level: 18, Water Needs: 2 per day, Optimal Temperature: 17 degrees, Count: 1
739. Name: rose hip, Growth Level: 18, Water Needs: 2 per day, Optimal Temperature: 17 degrees, Count: 1
740. Name: rose hip, Growth Level: 18, Water Needs: 2 per day, Optimal Temperature: 17 degrees, Count: 1
741. Name: rose hip, Growth Level: 18, Water Needs: 2 per day, Optimal Temperature: 17 degrees, Count: 1
742. Name: rose hip, Growth Level: 18, Water Needs: 2 per day, Optimal Temperature: 17 degrees, Count: 1
743. Name: rose hip, Growth Level: 18, Water Needs: 2 per day, Optimal Temperature: 17 degrees, Count: 1
744. Name: rose hip, Growth Level: 18, Water Needs: 2 per day, Optimal Temperature: 17 degrees, Count: 1
745. Name: rose hip, Growth Level: 18, Water Needs: 2 per day, Optimal Temperature: 17 degrees, Count: 1
746. Name: rose hip, Growth Level: 18, Water Needs: 2 per day, Optimal Temperature: 17 degrees, Count: 1
747. Name: rose hip, Growth Level: 18, Water Needs: 2 per day, Optimal Temperature: 17 degrees, Count: 1
748. Name: rose hip, Growth Level: 18, Water Needs: 2 per day, Optimal Temperature: 17 degrees, Count: 1
749. Name: rose hip, Growth Level: 18, Water Needs: 2 per day, Optimal Temperature: 17 degrees, Count: 1
750. Name: rose hip, Growth Level: 18, Water Needs: 2 per day, Optimal Temperature: 17 degrees, Count: 1
751. Name: rose hip, Growth Level: 18, Water Needs: 2 per day, Optimal Temperature: 17 degrees, Count: 1
752. Name: rose hip, Growth Level: 18, Water Needs: 2 per day, Optimal Temperature: 17 degrees, Count: 1
753. Name: rose hip, Growth Level: 18, Water Needs: 2 per day, Optimal Temperature: 17 degrees, Count: 1
754. Name: rose hip, Growth Level: 18, Water Needs: 2 per day, Optimal Temperature: 17 degrees, Count: 1
755. Name: rose hip, Growth Level: 18, Water Needs: 2 per day, Optimal Temperature: 17 degrees, Count: 1
756. Name: rose hip, Growth Level: 18, Water Needs: 2 per day, Optimal Temperature: 17 degrees, Count: 1
757. Name: rose hip, Growth Level: 18, Water Needs: 2 per day, Optimal Temperature: 17 degrees, Count: 1
758. Name: rose hip, Growth Level: 18, Water Needs: 2 per day, Optimal Temperature: 17 degrees, Count: 1
759. Name: rose hip, Growth Level: 18, Water Needs: 2 per day, Optimal Temperature: 17 degrees, Count: 1
760. Name: rose hip, Growth Level: 18, Water Needs: 2 per day, Optimal Temperature: 17 degrees, Count: 1
761. Name: rose hip, Growth Level: 18, Water Needs: 2 per day, Optimal Temperature: 17 degrees, Count: 1
762. Name: rose hip, Growth Level: 18, Water Needs: 2 per day, Optimal Temperature: 17 degrees, Count: 1
763. Name: rose hip, Growth Level: 18, Water Needs: 2 per day, Optimal Temperature: 17 degrees, Count: 1
764. Name: rose hip, Growth Level: 18, Water Needs: 2 per day, Optimal Temperature: 17 degrees, Count: 1
765. Name: rose hip, Growth Level: 18, Water Needs: 2 per day, Optimal Temperature: 17 degrees, Count: 1
766. Name: rose hip, Growth Level: 18, Water Needs: 2 per day, Optimal Temperature: 17 degrees, Count: 1
767. Name: rose hip, Growth Level: 18, Water Needs: 2 per day, Optimal Temperature: 17 degrees, Count: 1
768. Name: rose hip, Growth Level: 18, Water Needs: 2 per day, Optimal Temperature: 17 degrees, Count: 1
769. Name: rose hip, Growth Level: 18, Water Needs: 2 per day, Optimal Temperature: 17 degrees, Count: 1
770. Name: rose hip, Growth Level: 18, Water Needs: 2 per day, Optimal Temperature: 17 degrees, Count: 1
771. Name: rose hip, Growth Level: 18, Water Needs: 2 per day, Optimal Temperature: 17 degrees, Count: 1
772. Name: rose hip, Growth Level: 18, Water Needs: 2 per day, Optimal Temperature: 17 degrees, Count: 1
773. Name: rose hip, Growth Level: 18, Water Needs: 2 per day, Optimal Temperature: 17 degrees, Count: 1
774. Name: rose hip, Growth Level: 18, Water Needs: 2 per day, Optimal Temperature: 17 degrees, Count: 1
775. Name: rose hip, Growth Level: 18, Water Needs: 2 per day, Optimal Temperature: 17 degrees, Count: 1
776. Name: rose hip, Growth Level: 18, Water Needs: 2 per day, Optimal Temperature: 17 degrees, Count: 1
777. Name: rose hip, Growth Level: 18, Water Needs: 2 per day, Optimal Temperature: 17 degrees, Count: 1
778. Name: rose hip, Growth Level: 18, Water Needs: 2 per day, Optimal Temperature: 17 degrees, Count: 1
779. Name: rose hip, Growth Level: 18, Water Needs: 2 per day, Optimal Temperature: 17 degrees, Count: 1
780. Name: rose hip, Growth Level: 18, Water Needs: 2 per day, Optimal Temperature: 17 degrees, Count: 1
781. Name: rose hip, Growth Level: 18, Water Needs: 2 per day, Optimal Temperature: 17 degrees, Count: 1
782. Name: rose hip, Growth Level: 18, Water Needs: 2 per day, Optimal Temperature: 17 degrees, Count: 1
783. Name: rose hip, Growth Level: 18, Water Needs: 2 per day, Optimal Temperature: 17 degrees, Count: 1
784. Name: rose hip, Growth Level: 18, Water Needs: 2 per day, Optimal Temperature: 17 degrees, Count: 1
785. Name: rose hip, Growth Level: 18, Water Needs: 2 per day, Optimal Temperature: 17 degrees, Count: 1
786. Name: rose hip, Growth Level: 18, Water Needs: 2 per day, Optimal Temperature: 17 degrees, Count: 1
787. Name: rose hip, Growth Level: 18, Water Needs: 2 per day, Optimal Temperature: 17 degrees, Count: 1
788. Name: rose hip, Growth Level: 18, Water Needs: 2 per day, Optimal Temperature: 17 degrees, Count: 1
789. Name: rose hip, Growth Level: 18, Water Needs: 2 per day, Optimal Temperature: 17 degrees, Count: 1
790. Name: rose hip, Growth Level: 18, Water Needs: 2 per day, Optimal Temperature: 17 degrees, Count: 1
791. Name: rose hip, Growth Level: 18, Water Needs: 2 per day, Optimal Temperature: 17 degrees, Count: 1
792. Name: rose hip, Growth Level: 18, Water Needs: 2 per day, Optimal Temperature: 17 degrees, Count: 1
793. Name: rose hip, Growth Level: 18, Water Needs: 2 per day, Optimal Temperature: 17 degrees, Count: 1
794. Name: rose hip, Growth Level: 18, Water Needs: 2 per day, Optimal Temperature: 17 degrees, Count: 1
795. Name: rose hip, Growth Level: 18, Water Needs: 2 per day, Optimal Temperature: 17 degrees, Count: 1
796. Name: rose hip, Growth Level: 18, Water Needs: 2 per day, Optimal Temperature: 17 degrees, Count: 1
797. Name: rose hip, Growth Level: 18, Water Needs: 2 per day, Optimal Temperature: 17 degrees, Count: 1
798. Name: rose hip, Growth Level: 18, Water Needs: 2 per day, Optimal Temperature: 17 degrees, Count: 1
799. Name: rose hip, Growth Level: 18, Water Needs: 2 per day, Optimal Temperature: 17 degrees, Count: 1
800. Name: rose hip, Growth Level: 18, Water Needs: 2 per day, Optimal Temperature: 17 degrees, Count: 1
801. Name: rose hip, Growth Level: 18, Water Needs: 2 per day, Optimal Temperature: 17 degrees, Count: 1
802. Name: rose hip, Growth Level: 18, Water Needs: 2 per day, Optimal Temperature: 17 degrees, Count: 1
803. Name: rose hip, Growth Level: 18, Water Needs: 2 per day, Optimal Temperature: 17 degrees, Count: 1
804. Name: rose hip, Growth Level: 18, Water Needs: 2 per day, Optimal Temperature: 17 degrees, Count: 1
805. Name: rose hip, Growth Level: 18, Water Needs: 2 per day, Optimal Temperature: 17 degrees, Count: 1
806. Name: rose hip, Growth Level: 18, Water Needs: 2 per day, Optimal Temperature: 17 degrees, Count: 1
807. Name: rose hip, Growth Level: 18, Water Needs: 2 per day, Optimal Temperature: 17 degrees, Count: 1
808. Name: rose hip, Growth Level: 18, Water Needs: 2 per day, Optimal Temperature: 17 degrees, Count: 1
809. Name: rose hip, Growth Level: 18, Water Needs: 2 per day, Optimal Temperature: 17 degrees, Count: 1
810. Name: rose hip, Growth Level: 18, Water Needs: 2 per day, Optimal Temperature: 17 degrees, Count: 1
811. Name: rose hip, Growth Level: 18, Water Needs: 2 per day, Optimal Temperature: 17 degrees, Count: 1
812. Name: rose hip, Growth Level: 18, Water Needs: 2 per day, Optimal Temperature: 17 degrees, Count: 1
813. Name: rose hip, Growth Level: 18, Water Needs: 2 per day, Optimal Temperature: 17 degrees, Count: 1
814. Name: rose hip, Growth Level: 18, Water Needs: 2 per day, Optimal Temperature: 17 degrees, Count: 1
815. Name: rose hip, Growth Level: 18, Water Needs: 2 per day, Optimal Temperature: 17 degrees, Count: 1
816. Name: rose hip, Growth Level: 18, Water Needs: 2 per day, Optimal Temperature: 17 degrees, Count: 1
817. Name: rose hip, Growth Level: 18, Water Needs: 2 per day, Optimal Temperature: 17 degrees, Count: 1
818. Name: rose hip, Growth Level: 18, Water Needs: 2 per day, Optimal Temperature: 17 degrees, Count: 1
819. Name: rose hip, Growth Level: 18, Water Needs: 2 per day, Optimal Temperature: 17 degrees, Count: 1
820. Name: rose hip, Growth Level: 18, Water Needs: 2 per day, Optimal Temperature: 17 degrees, Count: 1
821. Name: rose hip, Growth Level: 18, Water Needs: 2 per day, Optimal Temperature: 17 degrees, Count: 1
822. Name: rose hip, Growth Level: 18, Water Needs: 2 per day, Optimal Temperature: 17 degrees, Count: 1
823. Name: rose hip, Growth Level: 18, Water Needs: 2 per day, Optimal Temperature: 17 degrees, Count: 1
824. Name: rose hip, Growth Level: 18, Water Needs: 2 per day, Optimal Temperature: 17 degrees, Count: 1
825. Name: rose hip, Growth Level: 18, Water Needs: 2 per day, Optimal Temperature: 17 degrees, Count: 1
826. Name: rose hip, Growth Level: 18, Water Needs: 2 per day, Optimal Temperature: 17 degrees, Count: 1
827. Name: rose hip, Growth Level: 18, Water Needs: 2 per day, Optimal Temperature: 17 degrees, Count: 1
828. Name: rose hip, Growth Level: 18, Water Needs: 2 per day, Optimal Temperature: 17 degrees, Count: 1
829. Name: rose hip, Growth Level: 18, Water Needs: 2 per day, Optimal Temperature: 17 degrees, Count: 1
830. Name: rose hip, Growth Level: 18, Water Needs: 2 per day, Optimal Temperature: 17 degrees, Count: 1
831. Name: rose hip, Growth Level: 18, Water Needs: 2 per day, Optimal Temperature: 17 degrees, Count: 1
832. Name: rose hip, Growth Level: 18, Water Needs: 2 per day, Optimal Temperature: 17 degrees, Count: 1
833. Name: rose hip, Growth Level: 18, Water Needs: 2 per day, Optimal Temperature: 17 degrees, Count: 1
834. Name: rose hip, Growth Level: 18, Water Needs: 2 per day, Optimal Temperature: 17 degrees, Count: 1
835. Name: rose hip, Growth Level: 18, Water Needs: 2 per day, Optimal Temperature: 17 degrees, Count: 1
836. Name: rose hip, Growth Level: 18, Water Needs: 2 per day, Optimal Temperature: 17 degrees, Count: 1
837. Name: rose hip, Growth Level: 18, Water Needs: 2 per day, Optimal Temperature: 17 degrees, Count: 1
838. Name: rose hip, Growth Level: 18, Water Needs: 2 per day, Optimal Temperature: 17 degrees, Count: 1
839. Name: rose hip, Growth Level: 18, Water Needs: 2 per day, Optimal Temperature: 17 degrees, Count: 1
840. Name: rose hip, Growth Level: 18, Water Needs: 2 per day, Optimal Temperature: 17 degrees, Count: 1
841. Name: rose hip, Growth Level: 18, Water Needs: 2 per day, Optimal Temperature: 17 degrees, Count: 1
842. Name: rose hip, Growth Level: 18, Water Needs: 2 per day, Optimal Temperature: 17 degrees, Count: 1
843. Name: rose hip, Growth Level: 18, Water Needs: 2 per day, Optimal Temperature: 17 degrees, Count: 1
844. Name: rose hip, Growth Level: 18, Water Needs: 2 per day, Optimal Temperature: 17 degrees, Count: 1
845. Name: rose hip, Growth Level: 18, Water Needs: 2 per day, Optimal Temperature: 17 degrees, Count: 1
846. Name: rose hip, Growth Level: 18, Water Needs: 2 per day, Optimal Temperature: 17 degrees, Count: 1
847. Name: rose hip, Growth Level: 18, Water Needs: 2 per day, Optimal Temperature: 17 degrees, Count: 1
848. Name: rose hip, Growth Level: 18, Water Needs: 2 per day, Optimal Temperature: 17 degrees, Count: 1
849. Name: rose hip, Growth Level: 18, Water Needs: 2 per day, Optimal Temperature: 17 degrees, Count: 1
850. Name: rose hip, Growth Level: 18, Water Needs: 2 per day, Optimal Temperature: 17 degrees, Count: 1
851. Name: rose hip, Growth Level: 18, Water Needs: 2 per day, Optimal Temperature: 17 degrees, Count: 1
852. Name: rose hip, Growth Level: 18, Water Needs: 2 per day, Optimal Temperature: 17 degrees, Count: 1
853. Name: rose hip, Growth Level: 18, Water Needs: 2 per day, Optimal Temperature: 17 degrees, Count: 1
854. Name: rose hip, Growth Level: 18, Water Needs: 2 per day, Optimal Temperature: 17 degrees, Count: 1
855. Name: rose hip, Growth Level: 18, Water Needs: 2 per day, Optimal Temperature: 17 degrees, Count: 1
856. Name: rose hip, Growth Level: 18, Water Needs: 2 per day, Optimal Temperature: 17 degrees, Count: 1
857. Name: rose hip, Growth Level: 18, Water Needs: 2 per day, Optimal Temperature: 17 degrees, Count: 1
858. Name: rose hip, Growth Level: 18, Water Needs: 2 per day, Optimal Temperature: 17 degrees, Count: 1
859. Name: rose hip, Growth Level: 18, Water Needs: 2 per day, Optimal Temperature: 17 degrees, Count: 1
860. Name: rose hip, Growth Level: 18, Water Needs: 2 per day, Optimal Temperature: 17 degrees, Count: 1
861. Name: rose hip, Growth Level: 18, Water Needs: 2 per day, Optimal Temperature: 17 degrees, Count: 1
862. Name: rose hip, Growth Level: 18, Water Needs: 2 per day, Optimal Temperature: 17 degrees, Count: 1
863. Name: rose hip, Growth Level: 18, Water Needs: 2 per day, Optimal Temperature: 17 degrees, Count: 1
864. Name: rose hip, Growth Level: 18, Water Needs: 2 per day, Optimal Temperature: 17 degrees, Count: 1
865. Name: rose hip, Growth Level: 18, Water Needs: 2 per day, Optimal Temperature: 17 degrees, Count: 1
866. Name: rose hip, Growth Level: 18, Water Needs: 2 per day, Optimal Temperature: 17 degrees, Count: 1
867. Name: rose hip, Growth Level: 18, Water Needs: 2 per day, Optimal Temperature: 17 degrees, Count: 1
868. Name: rose hip, Growth Level: 18, Water Needs: 2 per day, Optimal Temperature: 17 degrees, Count: 1
869. Name: rose hip, Growth Level: 18, Water Needs: 2 per day, Optimal Temperature: 17 degrees, Count: 1
870. Name: rose hip, Growth Level: 18, Water Needs: 2 per day, Optimal Temperature: 17 degrees, Count: 1
871. Name: rose hip, Growth Level: 18, Water Needs: 2 per day, Optimal Temperature: 17 degrees, Count: 1
872. Name: rose hip, Growth Level: 18, Water Needs: 2 per day, Optimal Temperature: 17 degrees, Count: 1
873. Name: rose hip, Growth Level: 18, Water Needs: 2 per day, Optimal Temperature: 17 degrees, Count: 1
874. Name: rose hip, Growth Level: 18, Water Needs: 2 per day, Optimal Temperature: 17 degrees, Count: 1
875. Name: rose hip, Growth Level: 18, Water Needs: 2 per day, Optimal Temperature: 17 degrees, Count: 1
876. Name: rose hip, Growth Level: 18, Water Needs: 2 per day, Optimal Temperature: 17 degrees, Count: 1
877. Name: rose hip, Growth Level: 18, Water Needs: 2 per day, Optimal Temperature: 17 degrees, Count: 1
878. Name: rose hip, Growth Level: 18, Water Needs: 2 per day, Optimal Temperature: 17 degrees, Count: 1
879. Name: rose hip, Growth Level: 18, Water Needs: 2 per day, Optimal Temperature: 17 degrees, Count: 1
880. Name: rose hip, Growth Level: 18, Water Needs: 2 per day, Optimal Temperature: 17 degrees, Count: 1
881. Name: rose hip, Growth Level: 18, Water Needs: 2 per day, Optimal Temperature: 17 degrees, Count: 1
